CD_MAKE_VEH1,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL1
VOLKS ,GOLF  ,BLK,2012,16
VOLKS ,GOLF  ,BLU,2012,3
VOLKS ,GOLF  ,BRN,2012,1
VOLKS ,GOLF  ,GRY,2012,19
VOLKS ,GOLF  ,RED,2012,2
VOLKS ,GOLF  ,SIL,2012,17
VOLKS ,GOLF  ,WHI,2012,28
VOLKS ,GOLF  ,BLK,2013,21
VOLKS ,GOLF  ,BLU,2013,15
VOLKS ,GOLF  ,GRY,2013,16
VOLKS ,GOLF  ,SIL,2013,18
VOLKS ,GOLF  ,WHI,2013,28
VOLKS ,GOLF  ,BLK,2014,18
VOLKS ,GOLF  ,BLU,2014,10
VOLKS ,GOLF  ,GRY,2014,15
VOLKS ,GOLF  ,RED,2014,8
VOLKS ,GOLF  ,SIL,2014,13
VOLKS ,GOLF  ,WHI,2014,25
VOLKS ,GOLF  ,BLK,2015,26
VOLKS ,GOLF  ,BLU,2015,6
VOLKS ,GOLF  ,GRY,2015,24
VOLKS ,GOLF  ,RED,2015,1
VOLKS ,GOLF  ,SIL,2015,16
VOLKS ,GOLF  ,WHI,2015,29
VOLKS ,GOLF  ,BLK,2016,13
VOLKS ,GOLF  ,BLU,2016,14
VOLKS ,GOLF  ,GRY,2016,11
VOLKS ,GOLF  ,RED,2016,5
VOLKS ,GOLF  ,SIL,2016,16
VOLKS ,GOLF  ,WHI,2016,31
VOLKS ,GOLF  ,BLK,2017,11
VOLKS ,GOLF  ,BLU,2017,10
VOLKS ,GOLF  ,GRY,2017,16
VOLKS ,GOLF  ,RED,2017,1
VOLKS ,GOLF  ,SIL,2017,15
VOLKS ,GOLF  ,WHI,2017,24
VOLKS ,GOLF  ,YLW,2017,5
VOLKS ,GOLF  ,BLK,2018,8
VOLKS ,GOLF  ,BLU,2018,5
VOLKS ,GOLF  ,GRY,2018,22
VOLKS ,GOLF  ,RED,2018,3
VOLKS ,GOLF  ,SIL,2018,12
VOLKS ,GOLF  ,WHI,2018,46
VOLKS ,GOLF  ,YLW,2018,1
VOLKS ,GOLF  ,BLK,2019,5
VOLKS ,GOLF  ,BLU,2019,8
VOLKS ,GOLF  ,GRY,2019,15
VOLKS ,GOLF  ,RED,2019,3
VOLKS ,GOLF  ,SIL,2019,8
VOLKS ,GOLF  ,WHI,2019,16
VOLKS ,GOLF  ,BLK,2020,6
VOLKS ,GOLF  ,BLU,2020,4
VOLKS ,GOLF  ,GRY,2020,9
VOLKS ,GOLF  ,SIL,2020,3
VOLKS ,GOLF  ,WHI,2020,11
VOLKS ,GOLF  ,BLK,2021,3
VOLKS ,GOLF  ,BLU,2021,1
VOLKS ,GOLF  ,GRY,2021,2
VOLKS ,GOLF  ,SIL,2021,2
VOLKS ,GOLF  ,WHI,2021,5
VOLKS ,GOLF  ,BLK,2022,3
VOLKS ,GOLF  ,BLU,2022,4
VOLKS ,GOLF  ,GRY,2022,5
VOLKS ,GOLF  ,RED,2022,4
VOLKS ,GOLF  ,SIL,2022,4
VOLKS ,GOLF  ,WHI,2022,5
VOLKS ,GOLF  ,YLW,2022,5
VOLKS ,GOLF  ,BLK,2023,11
VOLKS ,GOLF  ,BLU,2023,5
VOLKS ,GOLF  ,GRY,2023,13
VOLKS ,GOLF  ,RED,2023,1
VOLKS ,GOLF  ,SIL,2023,3
VOLKS ,GOLF  ,WHI,2023,18
VOLKS ,GOLF 1,WHI,2012,1
VOLKS ,GOLF 1,WHI,2019,2
VOLKS ,GOLF 2,GRY,2016,1
VOLKS ,GOLF 8,WHI,2021,1
VOLKS ,GOLF G,WHI,2016,1
VOLKS ,GOLF G,GRY,2018,1
VOLKS ,GOLF G,SIL,2018,1
VOLKS ,GOLF G,WHI,2019,1
VOLKS ,GOLF G,BLK,2022,1
VOLKS ,GOLF G,GRY,2022,1
VOLKS ,GOLF G,BLU,2023,3
VOLKS ,GOLF G,RED,2023,2
VOLKS ,GOLF R,BLK,2007,2
VOLKS ,GOLF R,GRY,2013,1
VOLKS ,GOLF R,BLK,2014,3
VOLKS ,GOLF R,BLU,2014,1
VOLKS ,GOLF R,GRY,2015,1
VOLKS ,GOLF R,WHI,2015,1
VOLKS ,GOLF R,BLK,2016,1
VOLKS ,GOLF R,RED,2016,1
VOLKS ,GOLF R,GRY,2017,1
VOLKS ,GOLF R,WHI,2017,1
VOLKS ,GOLF R,BLU,2018,5
VOLKS ,GOLF R,SIL,2018,1
VOLKS ,GOLF R,WHI,2018,3
VOLKS ,GOLF R,BLU,2019,1
VOLKS ,GOLF R,GRY,2019,1
VOLKS ,GOLF R,BLK,2020,1
VOLKS ,GOLF R,BLU,2020,1
VOLKS ,GOLF R,WHI,2020,3
VOLKS ,GOLF R,WHI,2022,1
VOLKS ,GOLF R,BLU,2023,1
VOLKS ,GOLF R,WHI,2023,2
VOLKS ,GOLF S,BLK,2004,1
VOLKS ,GOLF W,SIL,2010,1
VOLKS ,GOLF-R,BLK,2011,1
VOLKS ,GOLF04,BLK,2005,1
VOLKS ,GOLF04,BLK,2011,1
VOLKS ,GOLF05,SIL,2005,1
VOLKS ,GOLF05,WHI,2007,1
VOLKS ,GOLF05,BLK,2011,2
VOLKS ,GOLF05,WHI,2012,1
VOLKS ,GOLF06,BLK,2006,1
VOLKS ,GOLF06,WHI,2006,1
VOLKS ,GOLF06,SIL,2007,1
VOLKS ,GOLF95,RED,1996,1
YAMAHA,GOLFCA,GRN,2011,1
VOLKS ,GOLFGT,BLK,2014,1
VOLKS ,GOLG  ,WHI,2023,1
CATPLR,GP18NT,YLW,2014,1
YAMAHA,GPD150,BLK,2018,1
YAMAHA,GPD150,WHI,2019,1
YAMAHA,GPD150,GRY,2021,1
YAMAHA,GPD155,GRY,2021,2
YAMAHA,GPD155,WHI,2023,1
TOYOTA,GR 86 ,OGE,2023,1
TOYOTA,GR COR,RED,2023,2
TOYOTA,GR COR,WHI,2023,3
TOYOTA,GR YAR,WHI,2020,1
TOYOTA,GR YAR,WHI,2023,1
TOYOTA,GR86  ,BLU,2022,1
TOYOTA,GR86  ,BLK,2023,2
TOYOTA,GR86  ,BLU,2023,2
TOYOTA,GR86  ,GRY,2023,3
TOYOTA,GR86  ,OGE,2023,6
TOYOTA,GR86  ,RED,2023,1
TOYOTA,GR86  ,WHI,2023,2
MASER ,GRAN C,WHI,2012,1
JEEP  ,GRAN00,GLD,2001,2
JEEP  ,GRAN02,SIL,2002,1
JEEP  ,GRAN03,SIL,2005,1
SUZUKI,GRAN03,WHI,2016,1
JEEP  ,GRAN04,BLK,2012,1
JEEP  ,GRAN05,WHI,2014,1
JEEP  ,GRAN06,SIL,2007,1
JEEP  ,GRAN06,SIL,2015,1
JEEP  ,GRAN06,WHI,2015,2
MITSUB,GRAN06,SIL,2006,1
TOYOTA,GRAN07,SIL,1997,1
TOYOTA,GRAN07,BLK,2019,1
JEEP  ,GRAN17,BLU,2012,2
JEEP  ,GRAN17,BLK,2014,1
JEEP  ,GRAN17,WHI,2016,1
JEEP  ,GRAN17,SIL,2017,1
MASER ,GRANCA,WHI,2015,1
JEEP  ,GRANCH,BLK,2014,1
CHRYS ,GRAND ,WHI,1999,1
CHRYS ,GRAND ,SIL,2002,1
CHRYS ,GRAND ,BLK,2014,2
JEEP  ,GRAND ,SIL,1998,1
JEEP  ,GRAND ,WHI,1999,1
JEEP  ,GRAND ,BLU,2003,1
JEEP  ,GRAND ,GLD,2005,1
JEEP  ,GRAND ,SIL,2005,1
JEEP  ,GRAND ,BLU,2006,1
JEEP  ,GRAND ,SIL,2006,1
JEEP  ,GRAND ,SIL,2008,1
JEEP  ,GRAND ,SIL,2010,1
JEEP  ,GRAND ,BLK,2012,1
JEEP  ,GRAND ,GRY,2012,1
JEEP  ,GRAND ,BLK,2013,4
JEEP  ,GRAND ,GRY,2013,3
JEEP  ,GRAND ,RED,2013,2
JEEP  ,GRAND ,SIL,2013,1
JEEP  ,GRAND ,WHI,2013,2
JEEP  ,GRAND ,BLK,2014,7
JEEP  ,GRAND ,GRY,2014,3
JEEP  ,GRAND ,RED,2014,4
JEEP  ,GRAND ,SIL,2014,6
JEEP  ,GRAND ,WHI,2014,15
JEEP  ,GRAND ,BLK,2015,13
JEEP  ,GRAND ,BLU,2015,1
JEEP  ,GRAND ,GRY,2015,5
JEEP  ,GRAND ,SIL,2015,4
JEEP  ,GRAND ,WHI,2015,7
JEEP  ,GRAND ,BLK,2016,2
JEEP  ,GRAND ,GRN,2016,1
JEEP  ,GRAND ,GRY,2016,5
JEEP  ,GRAND ,RED,2016,4
JEEP  ,GRAND ,SIL,2016,1
JEEP  ,GRAND ,WHI,2016,3
JEEP  ,GRAND ,BLK,2017,13
JEEP  ,GRAND ,GRY,2017,3
JEEP  ,GRAND ,RED,2017,3
JEEP  ,GRAND ,SIL,2017,2
JEEP  ,GRAND ,WHI,2017,14
JEEP  ,GRAND ,BLK,2018,9
JEEP  ,GRAND ,GRY,2018,1
JEEP  ,GRAND ,RED,2018,3
JEEP  ,GRAND ,WHI,2018,9
JEEP  ,GRAND ,BLK,2019,2
JEEP  ,GRAND ,BLU,2019,1
JEEP  ,GRAND ,GRY,2019,5
JEEP  ,GRAND ,MRN,2019,1
JEEP  ,GRAND ,RED,2019,1
JEEP  ,GRAND ,WHI,2019,6
JEEP  ,GRAND ,BLK,2020,4
JEEP  ,GRAND ,GRY,2020,1
JEEP  ,GRAND ,RED,2020,4
JEEP  ,GRAND ,WHI,2020,9
JEEP  ,GRAND ,BLK,2021,4
JEEP  ,GRAND ,RED,2021,2
JEEP  ,GRAND ,SIL,2021,1
JEEP  ,GRAND ,WHI,2021,4
JEEP  ,GRAND ,BLK,2022,13
JEEP  ,GRAND ,GRY,2022,4
JEEP  ,GRAND ,RED,2022,1
JEEP  ,GRAND ,SIL,2022,6
JEEP  ,GRAND ,WHI,2022,10
JEEP  ,GRAND ,BLK,2023,20
JEEP  ,GRAND ,BRN,2023,1
JEEP  ,GRAND ,GRY,2023,8
JEEP  ,GRAND ,RED,2023,4
JEEP  ,GRAND ,SIL,2023,2
JEEP  ,GRAND ,WHI,2023,12
KIA   ,GRAND ,GRY,2008,1
KIA   ,GRAND ,WHI,2014,1
SUZUKI,GRAND ,GLD,2003,2
SUZUKI,GRAND ,WHI,2004,1
SUZUKI,GRAND ,WHI,2005,1
SUZUKI,GRAND ,GRY,2008,1
SUZUKI,GRAND ,GRY,2010,1
SUZUKI,GRAND ,WHI,2010,1
SUZUKI,GRAND ,WHI,2012,1
SUZUKI,GRAND ,SIL,2013,1
SUZUKI,GRAND ,WHI,2013,1
SUZUKI,GRAND ,WHI,2014,2
SUZUKI,GRAND ,BLK,2015,1
SUZUKI,GRAND ,WHI,2016,1
SUZUKI,GRAND ,GRY,2018,1
JEEP  ,GRANDC,BLK,2005,1
JEEP  ,GRANDC,RED,2012,1
JEEP  ,GRANDC,GRY,2013,1
JEEP  ,GRANDC,SIL,2013,1
JEEP  ,GRANDC,BLK,2014,1
JEEP  ,GRANDC,GRY,2014,1
JEEP  ,GRANDC,WHI,2014,6
JEEP  ,GRANDC,SIL,2015,1
JEEP  ,GRANDC,WHI,2015,3
JEEP  ,GRANDC,WHI,2016,3
JEEP  ,GRANDC,BLK,2017,1
JEEP  ,GRANDC,GRY,2017,1
JEEP  ,GRANDC,SIL,2017,1
JEEP  ,GRANDC,WHI,2017,2
HYNDAI,GRANDE,BLK,2006,1
JEEP  ,GRANDE,SIL,2000,1
MITSUB,GRANDI,BLK,2006,1
MITSUB,GRANDI,BLK,2007,1
MITSUB,GRANDI,GRY,2007,1
MITSUB,GRANDI,BLK,2008,1
MITSUB,GRANDI,GRY,2008,1
MITSUB,GRANDI,RED,2008,2
MITSUB,GRANDI,GRY,2010,1
SUZUKI,GRANDV,WHI,2009,1
SUZUKI,GRANDV,BLK,2010,1
SUZUKI,GRANDV,GLD,2010,1
SUZUKI,GRANDV,GRY,2015,2
HOLDEN,GRANG ,GRY,2004,1
HOLDEN,GRANGE,GRY,2000,1
HOLDEN,GRANGE,BLK,2007,1
MACK  ,GRANI ,WHI,2015,1
MACK  ,GRANI ,WHI,2019,1
MACK  ,GRANIT,WHI,2011,1
MACK  ,GRANIT,GRN,2012,2
MACK  ,GRANIT,GRN,2013,1
MACK  ,GRANIT,WHI,2013,1
MACK  ,GRANIT,GRN,2014,1
MACK  ,GRANIT,YLW,2014,1
MACK  ,GRANIT,SIL,2016,1
MACK  ,GRANIT,RED,2017,1
MACK  ,GRANIT,WHI,2019,1
MASER ,GRANTO,WHI,2018,1
MASER ,GRANTU,WHI,2009,1
TOYOTA,GRANV ,BLK,2022,1
TOYOTA,GRANVI,BLK,2019,2
TOYOTA,GRANVI,GRY,2019,1
TOYOTA,GRANVI,GRY,2022,1
TOYOTA,GRANVI,BLK,2023,1
TOYOTA,GRANVI,GRY,2023,1
TOYOTA,GRANVI,WHI,2023,1
KIA   ,GRCARN,GLD,2006,1
JEEP  ,GRD CH,WHI,2014,2
JEEP  ,GRD CH,BLK,2015,1
JEEP  ,GRD CH,GRY,2015,1
JEEP  ,GRD CH,RED,2015,3
JEEP  ,GRD CH,SIL,2016,3
JEEP  ,GRDCHE,GRY,2014,2
JEEP  ,GRDCHE,WHI,2014,1
JEEP  ,GRDCHE,BLK,2015,1
JEEP  ,GRDCHE,RED,2015,1
JEEP  ,GRDCHE,WHI,2015,2
JEEP  ,GRDCHK,SIL,2010,1
JEEP  ,GRDCHK,BLK,2011,5
JEEP  ,GRDCHK,GRY,2011,3
JEEP  ,GRDCHK,SIL,2011,1
JEEP  ,GRDCHK,WHI,2011,1
JEEP  ,GRDCHK,BLK,2012,13
JEEP  ,GRDCHK,BLU,2012,2
JEEP  ,GRDCHK,GLD,2012,2
JEEP  ,GRDCHK,GRN,2012,2
JEEP  ,GRDCHK,GRY,2012,11
JEEP  ,GRDCHK,RED,2012,1
JEEP  ,GRDCHK,SIL,2012,5
JEEP  ,GRDCHK,WHI,2012,7
JEEP  ,GRDCHK,BLK,2013,25
JEEP  ,GRDCHK,BLU,2013,4
JEEP  ,GRDCHK,GLD,2013,1
JEEP  ,GRDCHK,GRN,2013,3
JEEP  ,GRDCHK,GRY,2013,23
JEEP  ,GRDCHK,RED,2013,5
JEEP  ,GRDCHK,SIL,2013,12
JEEP  ,GRDCHK,WHI,2013,30
JEEP  ,GRDCHK,BLK,2014,9
JEEP  ,GRDCHK,BLU,2014,1
JEEP  ,GRDCHK,GRY,2014,8
JEEP  ,GRDCHK,RED,2014,4
JEEP  ,GRDCHK,SIL,2014,4
JEEP  ,GRDCHK,WHI,2014,33
JEEP  ,GRDCHK,BLK,2015,9
JEEP  ,GRDCHK,GRY,2015,4
JEEP  ,GRDCHK,SIL,2015,5
JEEP  ,GRDCHK,WHI,2015,10
JEEP  ,GRDCHK,BLK,2016,1
JEEP  ,GRDCHK,GRY,2016,3
JEEP  ,GRDCHK,SIL,2016,2
JEEP  ,GRDCHK,WHI,2016,4
JEEP  ,GRDCHK,GRY,2017,1
JEEP  ,GRDCHK,BEI,2018,3
JEEP  ,GRDCHK,BLK,2018,6
JEEP  ,GRDCHK,GRY,2018,1
JEEP  ,GRDCHK,BLK,2019,2
JEEP  ,GRDCHK,GRY,2019,1
JEEP  ,GRDCHK,SIL,2019,3
JEEP  ,GRDCHK,WHI,2019,1
JEEP  ,GRDCHK,BLK,2020,1
JEEP  ,GRDCHK,WHI,2021,1
JEEP  ,GRDCHK,BLK,2023,1
JEEP  ,GRDCRK,SIL,2014,1
JEEP  ,GRDCRK,WHI,2015,1
CHRYS ,GRDVOY,WHI,2012,1
MASER ,GREACA,WHI,2023,1
MASER ,GRECAL,BLK,2023,7
MASER ,GRECAL,BLU,2023,1
MASER ,GRECAL,BRZ,2023,2
MASER ,GRECAL,GRY,2023,5
MASER ,GRECAL,WHI,2023,13
INEOS ,GRENAD,CRM,2023,1
MAZDA ,GRN   ,GRN,2002,1
JEEP  ,GRNDCH,RED,2014,2
HONDA ,GROM  ,YLW,2016,1
HONDA ,GROM  ,BLK,2017,1
HONDA ,GROM  ,BLU,2018,2
HONDA ,GROM  ,RED,2018,1
HONDA ,GROM L,BLK,2021,1
LEXUS ,GS    ,BLK,2012,1
LEXUS ,GS    ,RED,2012,1
LEXUS ,GS    ,SIL,2012,4
LEXUS ,GS    ,BLK,2013,1
LEXUS ,GS    ,WHI,2013,1
LEXUS ,GS300 ,RED,1997,1
LEXUS ,GS300 ,BLU,1998,1
LEXUS ,GS300 ,BLU,1999,1
LEXUS ,GS300 ,FWN,1999,2
LEXUS ,GS300 ,BLK,2000,1
LEXUS ,GS300 ,BLK,2005,3
LEXUS ,GS300 ,SIL,2006,1
LEXUS ,GS300 ,BLK,2008,1
LEXUS ,GS300 ,SIL,2010,1
LEXUS ,GS3000,SIL,2000,1
LEXUS ,GS3005,BLK,2005,1
LEXUS ,GS350 ,SIL,2014,1
LEXUS ,GS450 ,PUR,2007,1
LEXUS ,GS450H,WHI,2014,1
SUZUKI,GS500 ,BLU,2000,2
SUZUKI,GS500 ,BLU,2006,1
SUZUKI,GS500 ,BLU,2009,1
SUZUKI,GS500 ,BLK,2010,1
SUZUKI,GS500 ,BLK,2012,1
SUZUKI,GS500E,RED,1996,1
SUZUKI,GS500F,GRY,2008,1
SUZUKI,GS500F,WHI,2009,1
B M W ,GS800F,OGE,2009,1
SUZUKI,GS850 ,GRY,1979,1
M G   ,GSCORE,BLK,2018,1
SUZUKI,GSF125,BLK,2010,5
SUZUKI,GSF25V,BLK,2010,1
TOYOTA,GSR AU,SIL,2010,1
SUZUKI,GSR750,RED,2011,1
SUZUKI,GSR750,WHI,2011,1
SUZUKI,GSX   ,BLU,2010,1
SUZUKI,GSX-08,BLU,2010,1
SUZUKI,GSX-R7,GRY,2021,1
SUZUKI,GSX103,SIL,2001,1
SUZUKI,GSX107,BLU,2010,1
SUZUKI,GSX125,SIL,2008,2
SUZUKI,GSX130,SIL,2003,1
SUZUKI,GSX130,BLU,2007,1
SUZUKI,GSX130,WHI,2008,1
SUZUKI,GSX130,WHI,2009,1
SUZUKI,GSX130,BLK,2014,1
SUZUKI,GSX130,BLK,2016,1
SUZUKI,GSX130,BLK,2022,1
SUZUKI,GSX130,GRY,2022,1
SUZUKI,GSX140,BLU,2001,1
SUZUKI,GSX250,WHI,1983,1
SUZUKI,GSX250,BLU,2017,2
SUZUKI,GSX25R,BLU,2017,1
SUZUKI,GSX600,BLU,2007,1
SUZUKI,GSX650,BLU,2009,2
SUZUKI,GSX6FU,BLU,2007,1
SUZUKI,GSX6FU,BLU,2010,1
SUZUKI,GSX6FU,BLU,2012,1
SUZUKI,GSX6FU,BLU,2013,2
SUZUKI,GSX800,BLK,2023,1
SUZUKI,GSXR  ,BLU,2008,2
SUZUKI,GSXR  ,WHI,2008,1
SUZUKI,GSXR  ,BLU,2012,1
SUZUKI,GSXR01,YLW,2004,1
SUZUKI,GSXR06,BLU,2007,1
SUZUKI,GSXR10,BLU,2002,1
SUZUKI,GSXR10,GRY,2005,1
SUZUKI,GSXR10,BLK,2007,1
SUZUKI,GSXR10,BLU,2007,1
SUZUKI,GSXR10,BLK,2008,1
SUZUKI,GSXR10,BLU,2009,1
SUZUKI,GSXR10,BLK,2012,1
SUZUKI,GSXR10,BLU,2012,2
SUZUKI,GSXR10,BLU,2013,1
SUZUKI,GSXR10,BLK,2015,1
SUZUKI,GSXR10,BLK,2017,1
SUZUKI,GSXR10,BLU,2017,1
SUZUKI,GSXR10,BLU,2022,1
SUZUKI,GSXR12,BLK,2017,1
SUZUKI,GSXR12,BLU,2019,3
SUZUKI,GSXR25,BLK,2017,1
SUZUKI,GSXR6 ,WHI,2007,1
SUZUKI,GSXR60,BLU,2006,1
SUZUKI,GSXR60,BLK,2007,1
SUZUKI,GSXR6R,BLU,2000,2
SUZUKI,GSXR6R,BLK,2006,1
SUZUKI,GSXR6R,BLU,2006,2
SUZUKI,GSXR7 ,BLU,2002,2
SUZUKI,GSXR7 ,WHI,2013,1
SUZUKI,GSXR75,WHI,2008,1
SUZUKI,GSXR75,BLK,2009,1
SUZUKI,GSXR75,WHI,2010,1
SUZUKI,GSXR75,RED,2015,2
SUZUKI,GSXS10,BLK,2015,1
SUZUKI,GSXS10,BLK,2017,1
SUZUKI,GSXS10,BLU,2022,1
SUZUKI,GSXS10,BLU,2023,1
SUZUKI,GSXS12,BLU,2017,1
SUZUKI,GSXS12,BLK,2022,2
SUZUKI,GSXS75,RED,2017,1
SUZUKI,GSXS75,BLK,2021,1
ALFA R,GT    ,BLK,2007,1
ALFA R,GT    ,SIL,2007,1
FORD  ,GT    ,RED,2011,2
MC LRN,GT    ,SIL,2023,1
FORD  ,GT F  ,WHI,2014,1
MERC B,GT S  ,WHI,2018,1
MERC B,GT S A,GRY,2019,1
MASER ,GT SPO,BLK,2016,1
FORD  ,GT-P  ,BLU,2004,1
NISSAN,GT-R  ,WHI,2013,1
VESPA ,GT200 ,BLK,2007,1
HYOSUN,GT250 ,WHI,2012,1
VESPA ,GT250 ,GRN,2007,1
HYOSUN,GT250R,BLK,2006,1
HYOSUN,GT250R,YLW,2006,1
HYOSUN,GT250R,RED,2007,1
HYOSUN,GT250R,WHI,2011,1
ROYAL ,GT300 ,MRN,2019,1
HINO  ,GT500 ,WHI,2023,1
MERC B,GT63  ,BLK,2019,1
MERC B,GT63S ,BLU,2018,1
HYOSUN,GT650L,RED,2012,1
HYOSUN,GT650R,SIL,2005,1
HYOSUN,GT650R,BLK,2009,1
HYOSUN,GT650R,RED,2012,1
HYOSUN,GT650R,RED,2015,1
FERRAR,GTC4  ,RED,2017,1
VOLKS ,GTD   ,GRY,2012,1
VOLKS ,GTI   ,SIL,2007,1
VOLKS ,GTI   ,BLK,2010,1
VOLKS ,GTI   ,GRY,2010,2
VOLKS ,GTI   ,RED,2010,1
VOLKS ,GTI   ,SIL,2010,3
VOLKS ,GTI   ,BLK,2011,1
VOLKS ,GTI   ,GRY,2011,1
VOLKS ,GTI   ,RED,2011,2
VOLKS ,GTI   ,WHI,2011,1
VOLKS ,GTI   ,BLK,2012,1
VOLKS ,GTI   ,RED,2014,1
HOLDEN,GTO   ,YLW,2002,1
HOLDEN,GTO   ,PUR,2006,1
NISSAN,GTR   ,GRY,2007,1
NISSAN,GTR   ,BLK,2008,1
NISSAN,GTR   ,SIL,2008,1
T G B ,GTR   ,BLK,2010,1
KAWASA,GTR86A,BLK,1994,1
KAWASA,GTR86A,RED,1999,1
NISSAN,GTRR35,BLK,2008,1
HOLDEN,GTS   ,RED,2007,1
HOLDEN,GTS   ,BLK,2010,1
HOLDEN,GTS   ,WHI,2011,1
HOLDEN,GTS   ,RED,2015,1
HOLDEN,GTS   ,WHI,2016,2
VESPA ,GTS   ,RED,2009,1
VESPA ,GTS   ,GLD,2011,1
VESPA ,GTS   ,RED,2014,1
VESPA ,GTS 30,GRY,2018,1
VESPA ,GTS 30,GRY,2021,1
VESPA ,GTS150,WHI,2023,1
VESPA ,GTS25 ,RED,2005,1
VESPA ,GTS25 ,BLK,2013,1
BOLWEL,GTS250,BLU,2007,1
VESPA ,GTS250,BLK,2007,1
VESPA ,GTS300,BLK,2008,1
VESPA ,GTS300,WHI,2012,1
VESPA ,GTS300,BLK,2013,1
VESPA ,GTS300,WHI,2016,1
VESPA ,GTS300,GRY,2017,1
VESPA ,GTS300,BLK,2019,2
VESPA ,GTS300,WHI,2022,2
VESPA ,GTS300,YLW,2022,1
VESPA ,GTS300,BLK,2023,1
VESPA ,GTS300,GRN,2023,2
MASER ,GTS4.7,WHI,2012,1
MASER ,GTSPRT,SIL,2011,1
VESPA ,GTV300,GRY,2021,1
VESPA ,GTV300,BLK,2022,1
VESPA ,GTV300,GRY,2022,1
ALFA R,GTV98A,GRY,1998,1
ALFA R,GTVS00,WHI,2000,1
ALFA R,GUILIA,RED,2017,1
ALFA R,GUILIE,BLK,2013,1
ALFA R,GUILIE,RED,2013,2
VICTRY,GUNNER,SIL,2017,1
NISSAN,GUPATR,WHI,2001,1
HYOSUN,GV-LAM,BLK,2010,1
HYOSUN,GV250 ,BLK,2010,1
GENSIS,GV60  ,GRY,2023,1
GENSIS,GV60  ,RED,2023,1
HYOSUN,GV650 ,BLK,2007,1
HYOSUN,GV650 ,BLU,2008,1
HYOSUN,GV650C,BLK,2014,1
HYOSUN,GV650L,BLK,2015,1
GENSIS,GV70  ,BLK,2023,8
GENSIS,GV70  ,GRN,2023,4
GENSIS,GV70  ,GRY,2023,16
GENSIS,GV70  ,RED,2023,5
GENSIS,GV70  ,SIL,2023,6
GENSIS,GV70  ,WHI,2023,11
HYOSUN,GV700C,RED,2010,1
GENSIS,GV80  ,SIL,2021,2
GENSIS,GV80  ,GRN,2022,1
GENSIS,GV80  ,BLK,2023,1
GENSIS,GV80  ,GRN,2023,2
GENSIS,GV80  ,GRY,2023,2
GENSIS,GV80  ,WHI,2023,1
SUZUKI,GVITAR,BLK,2013,3
SUZUKI,GVITAR,RED,2013,1
SUZUKI,GVITAR,WHI,2013,3
SUZUKI,GVITAR,SIL,2016,4
SUZUKI,GVTARA,BLK,2009,1
SUZUKI,GVTARA,SIL,2010,1
SUZUKI,GW250 ,BLK,2013,1
SUZUKI,GW250 ,BLK,2014,1
SUZUKI,GW250 ,BLU,2014,1
U D   ,GW26 4,SIL,2018,1
U D   ,GW2642,WHI,2015,1
U D   ,GW2646,WHI,2023,16
U D   ,GW2646,YLW,2023,1
NISSAN,GW2647,WHI,2013,1
SAKAI ,GW750 ,YLW,2019,1
G WALL,GWM UT,WHI,2021,1
SUBARU,GX    ,WHI,1994,1
TOYOTA,GXL   ,SIL,1991,1
HOLDEN,GXP   ,SIL,2010,1
SUZUKI,GYA06A,WHI,2009,2
SUZUKI,GYB06A,SIL,2008,1
SUZUKI,GYB06A,GRY,2011,1
SUZUKI,GZ250 ,GRN,1999,1
SUZUKI,GZ250 ,RED,1999,1
HYNDAI,H-1   ,SIL,2011,1
HYNDAI,H-1   ,GRY,2012,1
HYNDAI,H-1   ,WHI,2012,7
HYNDAI,H-1   ,SIL,2013,2
HYNDAI,H-1   ,WHI,2013,2
HYNDAI,H1    ,BLK,2009,1
HYNDAI,H1    ,WHI,2009,1
HYNDAI,H1    ,WHI,2010,1
HYNDAI,H1    ,WHI,2011,1
HYSTER,H1.50B,YLW,1997,1
HYSTER,H16XD6,YLW,2023,1
HAVAL ,H2    ,WHI,2016,1
HAVAL ,H2    ,BLK,2017,3
HAVAL ,H2    ,WHI,2017,1
HAVAL ,H2    ,RED,2018,1
HAVAL ,H2    ,RED,2019,2
HAVAL ,H2    ,WHI,2019,2
HAVAL ,H2    ,BLK,2020,1
HAVAL ,H2    ,RED,2020,2
HAVAL ,H2    ,SIL,2020,1
HAVAL ,H2    ,WHI,2020,6
HAVAL ,H2    ,BLU,2021,2
HAVAL ,H2    ,RED,2021,2
HUMMER,H2    ,BLK,2007,1
KAWASA,H2    ,GRY,2014,1
HYSTER,H2 5TX,YLW,2013,1
HOLDEN,H2002A,RED,2014,1
TOYOTA,H2580 ,WHI,1997,1
LINDE ,H25T03,OGE,1998,1
HYSTER,H25UT ,YLW,2022,1
HAVAL ,H2PREM,SIL,2016,1
KAWASA,H2SX  ,GRN,2018,1
HUMMER,H3    ,SIL,2007,1
HUMMER,H3    ,YLW,2007,1
HUMMER,H3    ,BLK,2008,2
HUMMER,H3    ,BLK,2009,3
HYSTER,H3.0DX,YLW,2006,1
TOYOTA,H30 HI,WHI,2020,2
AUSTIN,H3000 ,RED,1962,1
LINDE ,H35T  ,OGE,2004,1
LINDE ,H35T  ,OGE,2022,1
G WALL,H6    ,BLK,2023,1
